,ip,count,country,city,region,latitude,longitude,loc,org,postal,timezone,country_name,hostname,bogon,anycast
773,87.217.157.137,76,ES,Las Rozas de Madrid,Madrid,40.4929,-3.8737,"40.4929,-3.8737",AS12479 Orange Espagne SA,28230,Europe/Madrid,Spain,137.157.217.87.dynamic.jazztel.es,,
774,88.26.69.3,76,ES,Chiclana de la Frontera,Andalusia,36.4198,-6.1437,"36.4198,-6.1437",AS3352 TELEFONICA DE ESPANA,11130,Europe/Madrid,Spain,3.red-88-26-69.staticip.rima-tde.net,,
775,217.217.8.44,76,ES,Jerez de la Frontera,Andalusia,36.6865,-6.1361,"36.6865,-6.1361","AS6739 VODAFONE ONO, S.A.",11401,Europe/Madrid,Spain,217.217.8.44.dyn.user.ono.com,,
776,90.169.208.138,76,ES,Pamplona,Navarre,42.8169,-1.6432,"42.8169,-1.6432",AS12479 Orange Espagne SA,31001,Europe/Madrid,Spain,,,
777,5.10.83.31,76,NL,Amsterdam,North Holland,52.3740,4.8897,"52.3740,4.8897",AS36351 SoftLayer Technologies Inc.,1012,Europe/Amsterdam,Netherlands,1f.53.0a05.ip4.static.sl-reverse.com,,
778,46.222.204.152,75,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS15704 XTRA TELECOM S.A.,28001,Europe/Madrid,Spain,,,
779,46.24.104.7,75,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,static-7-104-24-46.ipcom.comunitel.net,,
780,83.42.143.224,75,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS3352 TELEFONICA DE ESPANA,08001,Europe/Madrid,Spain,224.red-83-42-143.dynamicip.rima-tde.net,,
781,37.11.226.68,75,ES,Ponferrada,Castille and León,42.5466,-6.5962,"42.5466,-6.5962",AS12479 Orange Espagne SA,24400,Europe/Madrid,Spain,68.226.11.37.dynamic.jazztel.es,,
782,83.57.120.57,74,ES,Collado-Villalba,Madrid,40.6351,-4.0049,"40.6351,-4.0049",AS3352 TELEFONICA DE ESPANA,28400,Europe/Madrid,Spain,57.red-83-57-120.dynamicip.rima-tde.net,,
783,31.4.212.26,74,ES,Valladolid,Castille and León,41.6552,-4.7237,"41.6552,-4.7237",AS12430 VODAFONE ESPANA S.A.U.,47001,Europe/Madrid,Spain,31-4-212-26.red-acceso.airtel.net,,
784,170.252.72.61,74,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3573 Accenture LLP,28001,Europe/Madrid,Spain,,,
785,213.143.60.162,74,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12479 Orange Espagne SA,41001,Europe/Madrid,Spain,,,
786,81.34.171.58,74,ES,Arrecife,Canary Islands,28.9630,-13.5477,"28.9630,-13.5477",AS3352 TELEFONICA DE ESPANA,35500,Atlantic/Canary,Spain,58.red-81-34-171.dynamicip.rima-tde.net,,
787,31.4.196.237,74,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12430 VODAFONE ESPANA S.A.U.,41001,Europe/Madrid,Spain,31-4-196-237.red-acceso.airtel.net,,
788,80.34.250.44,74,ES,Gijón,Asturias,43.5357,-5.6615,"43.5357,-5.6615",AS3352 TELEFONICA DE ESPANA,33200,Europe/Madrid,Spain,44.red-80-34-250.staticip.rima-tde.net,,
789,81.45.53.76,74,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,76.red-81-45-53.staticip.rima-tde.net,,
790,81.203.227.2,74,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026","AS6739 VODAFONE ONO, S.A.",28001,Europe/Madrid,Spain,81.203.227.2.dyn.user.ono.com,,
791,213.4.98.163,74,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS6813 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,http163.idom.com,,
792,186.92.211.136,73,VE,Coro,Falcón,11.4045,-69.6734,"11.4045,-69.6734","AS8048 CANTV Servicios, Venezuela",,America/Caracas,Venezuela,186-92-211-136.genericrev.cantv.net,,
793,83.58.147.133,73,ES,Castelldefels,Catalonia,41.2779,1.9703,"41.2779,1.9703",AS3352 TELEFONICA DE ESPANA,08860,Europe/Madrid,Spain,133.red-83-58-147.dynamicip.rima-tde.net,,
794,88.3.2.185,73,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS3352 TELEFONICA DE ESPANA,08001,Europe/Madrid,Spain,185.red-88-3-2.dynamicip.rima-tde.net,,
795,84.122.77.144,73,ES,Rota,Andalusia,36.6255,-6.3622,"36.6255,-6.3622","AS6739 VODAFONE ONO, S.A.",11520,Europe/Madrid,Spain,84.122.77.144.dyn.user.ono.com,,
796,84.127.132.156,72,ES,Torrelavega,Cantabria,43.3494,-4.0479,"43.3494,-4.0479","AS6739 VODAFONE ONO, S.A.",39300,Europe/Madrid,Spain,84.127.132.156.dyn.user.ono.com,,
797,213.96.24.34,72,ES,Lleida,Catalonia,41.6167,0.6222,"41.6167,0.6222",AS3352 TELEFONICA DE ESPANA,25001,Europe/Madrid,Spain,34.red-213-96-24.staticip.rima-tde.net,,
798,37.14.233.129,72,ES,Reus,Catalonia,41.1561,1.1069,"41.1561,1.1069",AS12479 Orange Espagne SA,43200,Europe/Madrid,Spain,129.233.14.37.dynamic.jazztel.es,,
799,31.4.196.17,72,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12430 VODAFONE ESPANA S.A.U.,41001,Europe/Madrid,Spain,31-4-196-17.red-acceso.airtel.net,,
800,147.156.170.67,72,ES,Valencia,Valencia,39.4697,-0.3774,"39.4697,-0.3774",AS766 Entidad Publica Empresarial Red.es,46001,Europe/Madrid,Spain,ufelibreria.spub.uv.es,,
801,84.123.136.127,72,SE,Malmö,Skåne,55.6059,13.0007,"55.6059,13.0007","AS6739 VODAFONE ONO, S.A.",200 01,Europe/Stockholm,Sweden,84.123.136.127.dyn.user.ono.com,,
802,93.186.23.112,72,DE,Viersen,North Rhine-Westphalia,51.2544,6.3944,"51.2544,6.3944",AS18705 BlackBerry Limited,41747,Europe/Berlin,Germany,93-186-23-112.rdns.blackberry.net,,
803,95.122.67.43,72,ES,Valdemorillo,Madrid,40.5006,-4.0671,"40.5006,-4.0671",AS3352 TELEFONICA DE ESPANA,28210,Europe/Madrid,Spain,43.red-95-122-67.staticip.rima-tde.net,,
804,83.36.196.7,72,ES,Ogíjares,Andalusia,37.1191,-3.6077,"37.1191,-3.6077",AS3352 TELEFONICA DE ESPANA,18151,Europe/Madrid,Spain,7.red-83-36-196.dynamicip.rima-tde.net,,
805,83.56.208.173,72,ES,Castelldefels,Catalonia,41.2779,1.9703,"41.2779,1.9703",AS3352 TELEFONICA DE ESPANA,08860,Europe/Madrid,Spain,173.red-83-56-208.dynamicip.rima-tde.net,,
806,62.43.190.52,72,ES,Castelló de la Plana,Valencia,39.9857,-0.0493,"39.9857,-0.0493","AS6739 VODAFONE ONO, S.A.",12550,Europe/Madrid,Spain,62.43.190.52.static.user.ono.com,,
807,185.44.31.152,71,ES,Murcia,Murcia,37.9870,-1.1300,"37.9870,-1.1300","AS199853 Telecable Murcia, S.L.",30001,Europe/Madrid,Spain,,,
808,89.217.161.103,71,CH,Basel,Basel-City,47.5584,7.5733,"47.5584,7.5733",AS6730 Sunrise UPC GmbH,4000,Europe/Zurich,Switzerland,adsl-89-217-161-103.adslplus.ch,,
809,85.50.75.24,71,ES,Majadahonda,Madrid,40.4735,-3.8718,"40.4735,-3.8718",AS12479 Orange Espagne SA,28220,Europe/Madrid,Spain,24.pool85-50-75.dynamic.orange.es,,
810,89.129.12.218,71,ES,Gasteiz / Vitoria,Basque Country,42.8500,-2.6727,"42.8500,-2.6727",AS12479 Orange Espagne SA,01001,Europe/Madrid,Spain,,,
811,157.55.33.83,71,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
812,31.4.222.254,71,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12430 VODAFONE ESPANA S.A.U.,41001,Europe/Madrid,Spain,31-4-222-254.red-acceso.airtel.net,,
813,147.86.207.241,71,CH,Basel,Basel-City,47.5584,7.5733,"47.5584,7.5733",AS559 SWITCH,4000,Europe/Zurich,Switzerland,nat-stu-15-241.nat.fhnw.net,,
814,188.78.234.126,71,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,126.234.78.188.dynamic.jazztel.es,,
815,213.9.195.250,70,ES,Oviedo,Asturias,43.3603,-5.8448,"43.3603,-5.8448",AS8903 EVOLUTIO CLOUD ENABLER S.A. UNIPERSONAL,33001,Europe/Madrid,Spain,,,
816,89.7.114.32,70,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,static-32-114-7-89.ipcom.comunitel.net,,
817,109.107.105.181,70,ES,Fuengirola,Andalusia,36.5400,-4.6247,"36.5400,-4.6247","AS200845 AVATEL TELECOM, S.L.",29640,Europe/Madrid,Spain,,,
818,77.224.16.21,70,ES,Alfondeguilla,Valencia,39.8333,-0.2667,"39.8333,-0.2667","AS209791 AREA WIFI TELECOM, S.L.",12609,Europe/Madrid,Spain,static-21-16-224-77.ipcom.comunitel.net,,
819,84.121.59.200,70,ES,Albacete,Castille-La Mancha,38.9942,-1.8564,"38.9942,-1.8564","AS6739 VODAFONE ONO, S.A.",02001,Europe/Madrid,Spain,84.121.59.200.dyn.user.ono.com,,
820,81.45.176.154,70,ES,Cuéllar,Castille and León,41.4016,-4.3147,"41.4016,-4.3147",AS3352 TELEFONICA DE ESPANA,40200,Europe/Madrid,Spain,154.red-81-45-176.staticip.rima-tde.net,,
821,31.4.221.31,70,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12430 VODAFONE ESPANA S.A.U.,41001,Europe/Madrid,Spain,31-4-221-31.red-acceso.airtel.net,,
822,2.139.201.29,70,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS3352 TELEFONICA DE ESPANA,08001,Europe/Madrid,Spain,29.red-2-139-201.staticip.rima-tde.net,,
823,85.84.23.225,69,ES,Gasteiz / Vitoria,Basque Country,42.8500,-2.6727,"42.8500,-2.6727",AS12338 Euskaltel S.A.,01001,Europe/Madrid,Spain,225.85-84-23.dynamic.clientes.euskaltel.es,,
824,81.44.182.180,69,ES,Collado-Villalba,Madrid,40.6351,-4.0049,"40.6351,-4.0049",AS3352 TELEFONICA DE ESPANA,28400,Europe/Madrid,Spain,180.red-81-44-182.dynamicip.rima-tde.net,,
825,95.63.165.105,69,ES,Algeciras,Andalusia,36.1333,-5.4505,"36.1333,-5.4505",AS12430 VODAFONE ESPANA S.A.U.,11200,Europe/Madrid,Spain,static-105-165-63-95.ipcom.comunitel.net,,
826,190.214.206.116,69,EC,Manta,Manabí,-0.9621,-80.7127,"-0.9621,-80.7127",,,America/Guayaquil,Ecuador,116.206.214.190.static.anycast.cnt-grms.ec,,
827,85.219.34.167,69,ES,L'Hospitalet de Llobregat,Catalonia,41.3597,2.1003,"41.3597,2.1003","AS6739 VODAFONE ONO, S.A.",08940,Europe/Madrid,Spain,85.219.34.167.dyn.user.ono.com,,
828,37.11.65.37,69,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,37.65.11.37.dynamic.jazztel.es,,
829,91.117.177.64,69,ES,Bilbao,Basque Country,43.2627,-2.9253,"43.2627,-2.9253","AS12334 R Cable y Telecable Telecomunicaciones, S.A.U.",48001,Europe/Madrid,Spain,64.177.117.91.dynamic.reverse-mundo-r.com,,
830,81.203.188.244,69,ES,Alcorcón,Madrid,40.3458,-3.8249,"40.3458,-3.8249","AS6739 VODAFONE ONO, S.A.",28920,Europe/Madrid,Spain,81.203.188.244.dyn.user.ono.com,,
831,95.60.154.238,69,ES,Palma,Balearic Islands,39.5694,2.6502,"39.5694,2.6502",AS12430 VODAFONE ESPANA S.A.U.,07001,Europe/Madrid,Spain,static-238-154-60-95.ipcom.comunitel.net,,
832,93.186.23.83,69,DE,Viersen,North Rhine-Westphalia,51.2544,6.3944,"51.2544,6.3944",AS18705 BlackBerry Limited,41747,Europe/Berlin,Germany,93-186-23-83.rdns.blackberry.net,,
833,85.57.110.124,69,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS12479 Orange Espagne SA,41001,Europe/Madrid,Spain,124.pool85-57-110.dynamic.orange.es,,
834,85.192.91.253,69,ES,Sant Martí,Catalonia,41.4181,2.1993,"41.4181,2.1993",AS21193 Centre de Telecomunicacions i Tecnologies de la Informacio de la Generalitat de Catalunya,08900,Europe/Madrid,Spain,,,
835,92.58.33.198,68,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,,,
836,83.47.115.241,68,ES,Valencia,Valencia,39.4697,-0.3774,"39.4697,-0.3774",AS3352 TELEFONICA DE ESPANA,46001,Europe/Madrid,Spain,241.red-83-47-115.dynamicip.rima-tde.net,,
837,81.203.229.114,68,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026","AS6739 VODAFONE ONO, S.A.",28001,Europe/Madrid,Spain,81.203.229.114.dyn.user.ono.com,,
838,195.76.181.177,68,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,,,
839,83.138.209.238,68,ES,Las Palmas de Gran Canaria,Canary Islands,28.0997,-15.4134,"28.0997,-15.4134",AS12430 VODAFONE ESPANA S.A.U.,35001,Atlantic/Canary,Spain,83.138.209.238.dyn.user.ono.com,,
840,31.221.222.2,68,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS15704 XTRA TELECOM S.A.,28001,Europe/Madrid,Spain,,,
841,37.15.118.53,68,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS12479 Orange Espagne SA,08001,Europe/Madrid,Spain,53.118.15.37.dynamic.jazztel.es,,
842,95.18.82.222,68,ES,Torrelavega,Cantabria,43.3494,-4.0479,"43.3494,-4.0479",AS12479 Orange Espagne SA,39300,Europe/Madrid,Spain,222.82.18.95.dynamic.jazztel.es,,
843,80.30.104.201,68,ES,Tarragona,Catalonia,41.1167,1.2500,"41.1167,1.2500",AS3352 TELEFONICA DE ESPANA,43001,Europe/Madrid,Spain,,,
844,85.56.48.247,68,ES,Sant Vicenç dels Horts,Catalonia,41.3932,2.0069,"41.3932,2.0069",AS12479 Orange Espagne SA,08620,Europe/Madrid,Spain,247.pool85-56-48.dynamic.orange.es,,
845,77.231.99.155,68,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12430 VODAFONE ESPANA S.A.U.,28001,Europe/Madrid,Spain,din-155-99-231-77.ipcom.comunitel.net,,
846,88.29.172.199,68,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,199.red-88-29-172.dynamicip.rima-tde.net,,
847,216.9.35.59,68,US,San Diego,California,32.5753,-117.0707,"32.5753,-117.0707",,92154,America/Los_Angeles,United States,systemofadown.digitalpoint.com,,
848,37.14.191.76,68,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS12479 Orange Espagne SA,08001,Europe/Madrid,Spain,76.191.14.37.dynamic.jazztel.es,,
849,41.45.126.171,68,EG,Cairo,Cairo,30.0626,31.2497,"30.0626,31.2497",AS8452 TE-AS,,Africa/Cairo,Egypt,host-41.45.126.171.tedata.net,,
850,79.152.79.106,68,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,106.red-79-152-79.dynamicip.rima-tde.net,,
851,83.71.193.244,68,IE,Dublin,Leinster,53.3331,-6.2489,"53.3331,-6.2489",AS5466 Eircom Limited,D02,Europe/Dublin,Ireland,oag4.wlan.daa.dublin.eircom.net,,
852,37.132.9.147,68,ES,Las Palmas de Gran Canaria,Canary Islands,28.0997,-15.4134,"28.0997,-15.4134",AS12479 Orange Espagne SA,35001,Atlantic/Canary,Spain,147.9.132.37.dynamic.jazztel.es,,
853,88.7.67.92,67,ES,Torremolinos,Andalusia,36.6204,-4.4998,"36.6204,-4.4998",AS3352 TELEFONICA DE ESPANA,29620,Europe/Madrid,Spain,92.red-88-7-67.staticip.rima-tde.net,,
854,85.85.18.241,67,ES,Gasteiz / Vitoria,Basque Country,42.8500,-2.6727,"42.8500,-2.6727",AS12338 Euskaltel S.A.,01001,Europe/Madrid,Spain,241.85-85-18.dynamic.clientes.euskaltel.es,,
855,194.69.251.41,67,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS15450 Alhambra Systems SA,28001,Europe/Madrid,Spain,alh251041.alhsys.es,,
856,81.45.55.8,67,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,8.red-81-45-55.staticip.rima-tde.net,,
857,83.33.247.48,67,ES,Lleida,Catalonia,41.6167,0.6222,"41.6167,0.6222",AS3352 TELEFONICA DE ESPANA,25001,Europe/Madrid,Spain,48.red-83-33-247.dynamicip.rima-tde.net,,
858,193.144.127.13,67,ES,Valencia,Valencia,39.4697,-0.3774,"39.4697,-0.3774",AS766 Entidad Publica Empresarial Red.es,46001,Europe/Madrid,Spain,,,
859,80.73.153.149,67,ES,Murcia,Murcia,37.9870,-1.1300,"37.9870,-1.1300",AS34511 Fundacion Integra,30001,Europe/Madrid,Spain,,,
860,62.57.176.78,67,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590","AS6739 VODAFONE ONO, S.A.",08001,Europe/Madrid,Spain,62.57.176.78.static.user.ono.com,,
861,190.100.112.14,67,CL,Viña del Mar,Valparaíso,-33.0246,-71.5518,"-33.0246,-71.5518",AS22047 VTR BANDA ANCHA S.A.,2520000,America/Santiago,Chile,pc-14-112-100-190.cm.vtr.net,,
862,212.225.131.122,66,ES,Sevilla,Andalusia,37.3828,-5.9732,"37.3828,-5.9732",AS34977 PROCONO S.A.,41001,Europe/Madrid,Spain,122.red.131.225.212.procono.es,,
863,213.143.51.218,66,ES,Villanubla,Castille and León,41.6988,-4.8417,"41.6988,-4.8417",AS12479 Orange Espagne SA,47620,Europe/Madrid,Spain,,,
864,31.4.212.174,66,ES,Santa Cruz de Tenerife,Canary Islands,28.4682,-16.2546,"28.4682,-16.2546",AS12430 VODAFONE ESPANA S.A.U.,38001,Atlantic/Canary,Spain,31-4-212-174.red-acceso.airtel.net,,
865,95.39.196.243,66,ES,Segovia,Castille and León,40.9481,-4.1184,"40.9481,-4.1184","AS6739 VODAFONE ONO, S.A.",40001,Europe/Madrid,Spain,95.39.196.243.dyn.user.ono.com,,
866,46.222.229.32,65,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS15704 XTRA TELECOM S.A.,28001,Europe/Madrid,Spain,,,
867,93.186.23.84,65,DE,Viersen,North Rhine-Westphalia,51.2544,6.3944,"51.2544,6.3944",AS18705 BlackBerry Limited,41747,Europe/Berlin,Germany,93-186-23-84.rdns.blackberry.net,,
868,213.143.50.82,65,ES,Villanubla,Castille and León,41.6988,-4.8417,"41.6988,-4.8417",AS12479 Orange Espagne SA,47620,Europe/Madrid,Spain,,,
869,83.58.145.221,65,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,221.red-83-58-145.dynamicip.rima-tde.net,,
870,95.21.249.5,65,ES,Alicante,Valencia,38.3452,-0.4815,"38.3452,-0.4815",AS12479 Orange Espagne SA,03001,Europe/Madrid,Spain,5.pool95-21-249.static.orange.es,,
871,183.60.214.6,65,CN,Guangzhou,Guangdong,23.1167,113.2500,"23.1167,113.2500",AS134764 CHINANET Guangdong province network,,Asia/Shanghai,China,,,
872,157.55.33.30,65,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
873,157.55.33.106,65,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
874,87.218.139.190,65,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,190.139.218.87.dynamic.jazztel.es,,
875,89.130.26.21,65,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,,,
876,186.61.72.177,65,AR,Quilmes,Buenos Aires,-34.7290,-58.2637,"-34.7290,-58.2637",AS22927 Telefonica de Argentina,1878,America/Argentina/Buenos_Aires,Argentina,186-61-72-177.speedy.com.ar,,
877,90.175.31.32,65,ES,Pozuelo de Alarcón,Madrid,40.4329,-3.8134,"40.4329,-3.8134",AS12479 Orange Espagne SA,28223,Europe/Madrid,Spain,32.pool90-175-31.dynamic.orange.es,,
878,81.35.113.21,65,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,21.red-81-35-113.dynamicip.rima-tde.net,,
879,69.61.47.114,65,US,Atlanta,Georgia,33.7490,-84.3880,"33.7490,-84.3880",AS22653 Cyber Wurx LLC,30302,America/New_York,United States,um-2094.cyberwurx.com,,
880,79.150.110.56,65,ES,Pamplona,Navarre,42.8169,-1.6432,"42.8169,-1.6432",AS3352 TELEFONICA DE ESPANA,31001,Europe/Madrid,Spain,56.red-79-150-110.dynamicip.rima-tde.net,,
881,87.112.203.128,65,GB,London,England,51.5085,-0.1257,"51.5085,-0.1257",AS6871 Plusnet,EC1A,Europe/London,United Kingdom,,,
882,194.179.126.154,64,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,,,
883,157.55.34.183,64,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,,,
884,85.152.25.7,64,ES,Avilés,Asturias,43.5547,-5.9248,"43.5547,-5.9248","AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.",33400,Europe/Madrid,Spain,cm-staticip-85-152-25-7.telecable.es,,
885,85.136.169.148,64,ES,Castelló de la Plana,Valencia,39.9857,-0.0493,"39.9857,-0.0493","AS6739 VODAFONE ONO, S.A.",12550,Europe/Madrid,Spain,85.136.169.148.dyn.user.ono.com,,
886,80.30.16.194,64,ES,Alicante,Valencia,38.3452,-0.4815,"38.3452,-0.4815",AS3352 TELEFONICA DE ESPANA,03001,Europe/Madrid,Spain,,,
887,80.33.156.122,63,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,122.red-80-33-156.staticip.rima-tde.net,,
888,85.51.154.164,63,ES,Alcalá de Henares,Madrid,40.4821,-3.3600,"40.4821,-3.3600",AS12479 Orange Espagne SA,28800,Europe/Madrid,Spain,164.pool85-51-154.dynamic.orange.es,,
889,2.138.119.2,62,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28013,Europe/Madrid,Spain,2.red-2-138-119.dynamicip.rima-tde.net,,
890,212.97.182.212,62,ES,Tudela,Navarre,42.0617,-1.6045,"42.0617,-1.6045","AS6739 VODAFONE ONO, S.A.",31500,Europe/Madrid,Spain,212.97.182.212.dyn.user.ono.com,,
891,193.147.239.254,62,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS766 Entidad Publica Empresarial Red.es,28001,Europe/Madrid,Spain,,,
892,157.55.33.87,61,US,Quincy,Washington,47.2343,-119.8525,"47.2343,-119.8525",AS8075 Microsoft Corporation,98848,America/Los_Angeles,United States,,,
893,188.77.36.107,61,ES,Barcelona,Catalonia,41.3888,2.1590,"41.3888,2.1590",AS12479 Orange Espagne SA,08001,Europe/Madrid,Spain,107.36.77.188.dynamic.jazztel.es,,
894,79.145.247.215,61,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,215.red-79-145-247.dynamicip.rima-tde.net,,
895,81.34.78.156,61,ES,Gáldar,Canary Islands,28.1470,-15.6502,"28.1470,-15.6502",AS3352 TELEFONICA DE ESPANA,35488,Atlantic/Canary,Spain,156.red-81-34-78.dynamicip.rima-tde.net,,
896,208.115.113.87,61,US,Seattle,Washington,47.6062,-122.3321,"47.6062,-122.3321",AS23033 Wowrack.com,98101,America/Los_Angeles,United States,,,
897,37.132.52.255,61,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,255.52.132.37.dynamic.jazztel.es,,
898,85.58.103.177,61,ES,Rivas-Vaciamadrid,Madrid,40.3261,-3.5109,"40.3261,-3.5109",AS12479 Orange Espagne SA,28521,Europe/Madrid,Spain,177.pool85-58-103.dynamic.orange.es,,
899,183.60.213.61,60,CN,Beijing,Beijing,39.9075,116.3972,"39.9075,116.3972",AS134764 CHINANET Guangdong province network,,Asia/Shanghai,China,,,
900,79.152.116.207,60,ES,Castelló de la Plana,Valencia,39.9857,-0.0493,"39.9857,-0.0493",AS3352 TELEFONICA DE ESPANA,12550,Europe/Madrid,Spain,207.red-79-152-116.dynamicip.rima-tde.net,,
901,157.55.32.186,60,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,,,
902,157.55.34.168,60,US,Redmond,Washington,47.6740,-122.1215,"47.6740,-122.1215",AS8075 Microsoft Corporation,98052,America/Los_Angeles,United States,,,
903,93.186.23.114,60,DE,Viersen,North Rhine-Westphalia,51.2544,6.3944,"51.2544,6.3944",AS18705 BlackBerry Limited,41747,Europe/Berlin,Germany,93-186-23-114.rdns.blackberry.net,,
904,41.71.213.111,60,NG,Lagos,Lagos,6.4541,3.3947,"6.4541,3.3947",,,Africa/Lagos,Nigeria,,,
905,81.45.52.175,60,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS3352 TELEFONICA DE ESPANA,28001,Europe/Madrid,Spain,175.red-81-45-52.staticip.rima-tde.net,,
906,87.218.196.208,60,ES,Madrid,Madrid,40.4165,-3.7026,"40.4165,-3.7026",AS12479 Orange Espagne SA,28001,Europe/Madrid,Spain,208.196.218.87.dynamic.jazztel.es,,
907,79.156.122.4,60,ES,Sant Cugat del Vallès,Catalonia,41.4706,2.0861,"41.4706,2.0861",AS3352 TELEFONICA DE ESPANA,08171,Europe/Madrid,Spain,4.red-79-156-122.staticip.rima-tde.net,,
908,212.97.171.76,60,ES,Tudela,Navarre,42.0617,-1.6045,"42.0617,-1.6045","AS6739 VODAFONE ONO, S.A.",31500,Europe/Madrid,Spain,212.97.171.76.dyn.user.ono.com,,
